36,50,64,65
36,54,67,74
36,58,73,95
37,42,91,94
37,49,51,58
37,52,53,71
37,54,60,86
37,54,86,88
37,58,87,100
38,42,47,61
38,58,88,99
38,61,67,74
38,78,88,99
39,41,85,92
39,43,46,71
39,43,84,95
39,44,64,86
39,56,67,75
39,58,85,99
39,59,68,77
39,59,85,97
39,70,74,90
40,41,44,94
40,48,89,99
40,49,82,89
40,54,77,91
40,55,60,76
40,59,68,73
40,73,95,99
40,74,85,94
41,43,48,89
41,52,53,65
41,52,54,77
41,54,57,91
41,56,94,98
42,50,57,75
42,60,79,83
42,61,69,77
42,68,76,87
42,80,84,96
43,48,52,91
43,53,56,61
43,57,84,100
44,46,75,90
44,48,55,76
44,54,63,99
44,57,93,97
44,64,77,95
44,68,73,98
45,48,63,80
45,53,92,96
45,58,63,81
45,71,79,97
45,82,84,89
46,54,61,81
46,55,60,80
46,72,79,84
47,49,62,93
47,50,67,69
47,51,67,72
47,59,64,98
47,70,78,88
48,52,77,90
48,79,83,91
48,81,89,94
49,51,57,98
49,53,60,76
49,56,69,75
49,63,64,93
49,64,68,92
49,65,70,92
50,68,78,91
50,81,92,96
51,55,56,87
51,71,88,99
51,72,85,97
51,78,83,85
52,68,70,99
53,55,65,98
53,73,78,83
53,73,87,92
54,75,82,83
54,80,84,98
54,82,94,96
54,83,88,89
55,58,69,83
55,67,86,91
55,73,92,99
55,81,85,92
56,59,84,93
56,62,75,77
56,63,81,89
56,78,98,99
57,76,84,86
57,77,80,97
58,65,98,100
59,69,91,97
59,76,82,97
60,65,77,87
61,67,90,91
61,86,87,99
62,66,83,94
62,69,75,84
62,76,85,93
63,74,75,86
64,85,96,97
64,88,96,100
66,72,74,76
66,84,95,98
67,83,96,100
67,86,87,92
68,90,98,100
69,80,96,100
71,81,91,100
72,73,81,96
72,78,90,97
74,77,79,100
78,81,98,100
82,89,94,100
86,92,98,100
